spend_rank,vendor_code,vendor_name,total_spend,paid_lines,pct_of_total,running_pct_of_total
1710,V2860,Frontier Health IT Group 0773,15132.99,13,0.0002,99.9342
1711,V1635,Liberty Gas Company Corp 3345,15096.15,16,0.0002,99.9344
1712,V2310,Allied Office Supply Group 0131,15058.92,13,0.0002,99.9346
1713,V2544,Crescent Diagnostics Supply LLC 2673,14971.4,11,0.0002,99.9348
1714,V2051,Summit Energy Services LP 0736,14951.79,8,0.0002,99.935
1715,V2573,Meridian Healthcare Staffing LLC 3346,14920.25,10,0.0002,99.9352
1716,V0895,Evergreen Healthcare Staffing Corp 0184,14906.46,7,0.0002,99.9354
1717,V1802,Trinity Partners LLP Corp 0077,14887.2,10,0.0002,99.9356
1718,V1336,Allied Print Services Corp 0461,14886.15,10,0.0002,99.9358
1719,V2897,Liberty Water Authority Corp 0017,14881.69,16,0.0002,99.936
1720,V1292,Harbor Associates Corp 1215,14850.92,12,0.0002,99.9362
1721,V1211,Riverside Workforce Solutions Inc 1210,14725.34,13,0.0002,99.9364
1722,V0593,Reliable Laboratory Supply Holdings 2679,14576.73,7,0.0002,99.9366
1723,V2056,Riverside Environmental Svcs Holdings 1018,14571.73,10,0.0002,99.9368
1724,V0171,Dominion Clinical Reagents Holdings 2808,14519.24,12,0.0002,99.937
1725,V2506,Atlas RX Wholesale Holdings 0219,14475.86,10,0.0002,99.9372
1726,V3171,Beacon Utility Services Group 3110,14377.79,15,0.0002,99.9374
1727,V0494,Harbor BioSupply Ltd 1533,14365.71,5,0.0002,99.9376
1728,V2840,Allied Drug Supply Inc 1227,14348.1,12,0.0002,99.9378
1729,V1656,Evergreen Software Solutions LLC 2440,14322.4,10,0.0002,99.938
1730,V1905,National Advisory Partners Corp 1059,14316.17,18,0.0002,99.9382
1731,V0137,Metro Travel Services Corp 2383,14246.94,10,0.0002,99.9384
1732,V2331,Cornerstone Partners LLP Co 2002,14220.0,12,0.0002,99.9386
1733,V3492,Highland Drug Supply Co 0025,14174.16,5,0.0002,99.9388
1734,V2621,Cascade Office Supply LP 0046,14141.84,9,0.0002,99.939
1735,V3045,Reliable Clinical Staffing Holdings 2590,14045.79,9,0.0002,99.9392
1736,V2480,Coastal Lodging Partners Corp 1627,14044.86,17,0.0002,99.9394
1737,V2537,Evergreen Print Services Holdings 1031,14024.17,6,0.0002,99.9396
1738,V3463,Apex Pharmaceuticals Inc 2893,14007.99,10,0.0002,99.9398
1739,V3549,United.Partners LLP Holdings 0087,13928.46,12,0.0002,99.94
1740,V1573,Dominion Mechanical Group Co 1826,13853.03,9,0.0002,99.9402
1741,V0012,Metro Lodging Partners Co 1777,13841.0,10,0.0002,99.9404
1742,V2109,Cardinal Clinical Reagents LP 3175,13819.16,6,0.0002,99.9406
1743,V2848,Continental RX Wholesale Ltd 2916,13745.53,8,0.0002,99.9408
1744,V1668,Integrated Laboratory Supply Holdings 3432,13729.27,16,0.0002,99.9409
1745,V1787,Harbor Diagnostics Supply Holdings 2378,13707.62,15,0.0002,99.9411
1746,V3368,Riverside Associates LP 2661,13690.47,12,0.0002,99.9413
1747,V0250,Riverside Data Systems Corp 1256,13683.11,14,0.0002,99.9415
1748,V2381,Apex Print Services LLC 1226,13629.63,7,0.0002,99.9417
1749,V1903,Metro General Supply Holdings 2169,13596.57,5,0.0002,99.9419
1750,V3384,Riverside Mechanical Group Corp 2447,13583.49,15,0.0002,99.9421
1751,V2491,Granite Travel Services Corp 2537,13526.71,10,0.0002,99.9423
1752,V2834,Evergreen Supply Company Ltd 1800,13520.06,10,0.0002,99.9424
1753,V0698,Granite Professional Services Corp 3412,13486.67,11,0.0002,99.9426
1754,V2242,Horizon Drug Supply Co 0451,13482.91,12,0.0002,99.9428
1755,V1630,Apex Software Solutions Group 0226,13474.68,10,0.0002,99.943
1756,V2967,Trinity Clinical Reagents LP 2174,13451.66,7,0.0002,99.9432
1757,V2323,Liberty Software Solutions Group 1554,13435.15,10,0.0002,99.9434
1758,V2402,Bluegrass Business Products Inc 3113,13409.88,11,0.0002,99.9436
1759,V1964,Coastal Implant Solutions Ltd 1791,13407.79,6,0.0002,99.9437
1760,V0206,Advanced Lab Solutions Group 2499,13393.4,11,0.0002,99.9439
1761,V0795,Summit Drug Supply Holdings 2750,13267.27,14,0.0002,99.9441
1762,V1790,Atlas Biologics Co 0744,13251.42,4,0.0002,99.9443
1763,V1433,Beacon Pharmaceuticals Inc 1293,13228.58,7,0.0002,99.9445
1764,V3460,Granite Print Services Corp 1481,13108.88,8,0.0002,99.9447
1765,V0928,Frontier Print Services Ltd 2206,13056.54,9,0.0002,99.9448
1766,V0295,Granite Business Products Corp 3285,13031.44,14,0.0002,99.945
1767,V1135,Evergreen Water Authority Holdings 1151,13024.17,10,0.0002,99.9452
1768,V0955,Highland Lodging Partners Co 0788,12911.18,9,0.0002,99.9454
1769,V2270,Highland Office Supply Corp 0881,12856.4,13,0.0002,99.9456
1770,V0359,Continental Facilities Services Group 1743,12799.7,10,0.0002,99.9457
1771,V0073,National Office Supply LLC 2458,12782.02,13,0.0002,99.9459
1772,V0277,Harbor Diagnostics Supply Corp 2419,12761.75,10,0.0002,99.9461
1773,V0546,Riverside Health IT Inc 0924,12742.04,5,0.0002,99.9463
1774,V3507,Sterling Software Solutions LP 2874.,12711.27,10,0.0002,99.9464
1775,V3082,Granite Surgical Systems LLC 1566,12686.74,8,0.0002,99.9466
1776,V3466,Allied Business Products Co 2184,12676.07,10,0.0002,99.9468
1777,V3217,Metro Diagnostics Supply Holdings 3181,12621.02,9,0.0002,99.947
1778,V0463,Horizon Travel Services Inc 3028,12616.61,9,0.0002,99.9471
1779,V2167,Evergreen General Supply Holdings 3200,12602.99,7,0.0002,99.9473
1780,V1177,Keystone Property Mgmt Holdings 0357,12597.6,15,0.0002,99.9475
1781,V2528,Advanced Hospitality Group Ltd 1024,12595.3,16,0.0002,99.9477
1782,V3086,Vanguard Lab Solutions Corp 1296,12590.0,12,0.0002,99.9478
1783,V0437,Liberty MedTech Ltd 1987,12544.69,17,0.0002,99.948
1784,V1975,Cascade MedTech Holdings 2641,12526.36,7,0.0002,99.9482
1785,V0982,Ironwood Print Services Ltd 0835,12507.42,14,0.0002,99.9484
1786,V3024,Precision Professional Services Group 2432,12505.24,17,0.0002,99.9485
1787,V0487,Liberty Property Mgmt Holdings 3109,12464.86,8,0.0002,99.9487
1788,V3486,Sterling Clinical Staffing LLC 0935,12433.07,4,0.0002,99.9489
1789,V2058,Granite Environmental Svcs Ltd 0504,12401.88,8,0.0002,99.9491
1790,V1352,Metro Office Supply Group 1741,12375.9,8,0.0002,99.9492
1791,V1984,Paramount Laboratory Supply Ltd 0163,12287.05,8,0.0002,99.9494
1792,V2077,Northgate Energy Services Ltd 3043,12249.73,10,0.0002,99.9496
1793,V1912,Cardinal Diagnostics Holdings 1307,12243.01,9,0.0002,99.9497
1794,V0435,Allied RX Wholesale Ltd 2520,12239.11,9,0.0002,99.9499
1795,V3192,Metro Pharmaceuticals LP 1291,12206.48,8,0.0002,99.9501
1796,V2748,Regional Implant Solutions Co 2613,12132.51,11,0.0002,99.9502
1797,V0719,United Advisory Partners Corp 2233,12122.53,7,0.0002,99.9504
1798,V2592,Cascade Supply Company Co 2454,12020.34,9,0.0002,99.9506
1799,V1536,Liberty Property Mgmt Co 2975,12010.87,7,0.0002,99.9507
1800,V0975,Keystone BioSupply LP 2650,12010.67,16,0.0002,99.9509
1801,V2247,Heritage Clinical Reagents Ltd 1072,12007.5,9,0.0002,99.9511
1802,V1978,Frontier Lodging Partners Holdings 3089,11972.49,11,0.0002,99.9512
1803,V3179,Sentinel Drug Supply Ltd 2251,11963.87,11,0.0002,99.9514
1804,V0793,Evergreen Lab Solutions Co 1173,11945.89,7,0.0002,99.9516
1805,V1390,Frontier Pharmaceuticals LLC 1362,11921.65,12,0.0002,99.9517
1806,V3547,LAKESHORE LABORATORY SUPPLY GROUP 1319,11904.96,6,0.0002,99.9519
1807,V0193,Metro Diagnostics Group 1414,11873.82,9,0.0002,99.9521
1808,V1410,Evergreen Healthcare Staffing Co 1170,11866.72,9,0.0002,99.9522
1809,V1224,Sentinel Consulting Group Holdings 0346,11789.17,5,0.0002,99.9524
1810,V0867,Northgate Print Services Holdings 0149,11781.29,6,0.0002,99.9525
1811,V0400,United Health IT Holdings 0890,11733.07,12,0.0002,99.9527
1812,V1079,Summit Partners LLP LLC 2342,11709.16,10,0.0002,99.9529
1813,V2553,Advanced Consulting Group LP 1699,11700.24,8,0.0002,99.953
1814,V3378,Dominion Travel Services Inc 2172,11692.06,9,0.0002,99.9532
1815,V1385,Ironwood Hospitality Group Group 1162,11687.55,6,0.0002,99.9534
1816,V2274,Cardinal Business Products Group 0825,11675.47,11,0.0002,99.9535
1817,V3157,Cornerstone Biologics Corp 2522,11375.49,12,0.0002,99.9537
1818,V1031,Harbor Environmental Svcs LP 1522,11294.53,11,0.0002,99.9538
1819,V2889,Lakeshore Surgical Systems Ltd 3254,11282.18,12,0.0002,99.954
1820,V0739,Riverside Cloud Services Ltd 2307,11264.07,8,0.0002,99.9541
1821,V0686,Highland Diagnostics Supply Ltd 3381,11141.09,11,0.0002,99.9543
1822,V2720,Frontier Facilities Services LLC 2568,11137.15,17,0.0002,99.9545
1823,V2578,Keystone General Supply Corp 0828,11090.87,10,0.0002,99.9546
1824,V3387,Meridian Building Maintenance Holdings 2072,11071.97,7,0.0002,99.9548
1825,V1095,Cardinal Associates Corp 1706,11066.38,12,0.0002,99.9549
1826,V0991,Granite Professional Services Holdings 1050,11044.67,9,0.0002,99.9551
1827,V1317,Riverside Mechanical Group LLC 3197,11020.4,6,0.0002,99.9552
1828,V1917,Sterling Partners LLP Co 3297,10997.06,5,0.0002,99.9554
1829,V1417,Reliable Mechanical Group Group 0276,10996.32,5,0.0002,99.9555
1830,V0824,Integrated Consulting Group Holdings 2928,10994.9,6,0.0002,99.9557
1831,V3381,Evergreen Clinical Reagents LP 2007,10979.32,9,0.0002,99.9558
1832,V0817,Precision Office Supply Ltd 0024,10961.41,7,0.0002,99.956
1833,V1531,Northgate Lab Solutions Corp 0995,10926.61,14,0.0002,99.9561
1834,V0265,Precision Lodging Partners Ltd 2863,10843.49,8,0.0001,99.9563
1835,V3527,United.Consulting Group Corp 1841,10801.54,4,0.0001,99.9564
1836,V1581,Cascade General Supply Corp 0037,10785.3,7,0.0001,99.9566
1837,V2857,Vanguard Associates Group 0383,10779.98,7,0.0001,99.9567
1838,V3306,Integrated Biologics Ltd 2198,10763.57,11,0.0001,99.9569
1839,V3503,Integrated.Professional Services Ltd 0601,10696.65,7,0.0001,99.957
1840,V1572,Meridian Property Mgmt Ltd 1937,10685.95,4,0.0001,99.9572
1841,V0525,Allied Medical Devices Ltd 1967,10668.51,11,0.0001,99.9573
1842,V0473,Horizon Diagnostics Ltd 2328,10632.64,9,0.0001,99.9575
1843,V0880,Cornerstone Partners LLP Ltd 1856,10618.92,12,0.0001,99.9576
1844,V1516,Premier BioSupply Inc 1056,10610.74,4,0.0001,99.9578
1845,V3276,Summit Business Products Co 1434,10608.41,7,0.0001,99.9579
1846,V3452,United Facilities Services Ltd 3056,10541.21,15,0.0001,99.9581
1847,V1016,Keystone Implant Solutions LP 0642,10513.35,7,0.0001,99.9582
1848,V1631,Premier Property Mgmt Group 1813,10509.63,9,0.0001,99.9583
1849,V0500,Horizon Building Maintenance Group 2551,10502.92,11,0.0001,99.9585
1850,V2332,Allied Technology Group Holdings 3472,10420.59,17,0.0001,99.9586
1851,V1890,Cornerstone Technology Group Group 2732,10392.59,6,0.0001,99.9588
1852,V3039,Bluegrass Surgical Systems Inc 2559,10383.83,4,0.0001,99.9589
1853,V1935,Atlas Locum Partners Group 0004,10348.74,11,0.0001,99.9591
1854,V0801,United Clinical Staffing Ltd 3014,10284.56,14,0.0001,99.9592
1855,V2518,Vertex Diagnostics Supply LP 2050,10257.92,14,0.0001,99.9593
1856,V0323,Heritage Laboratory Supply Corp 2301,10241.72,14,0.0001,99.9595
1857,V1999,Cornerstone Business Products Holdings 2880,10193.26,6,0.0001,99.9596
1858,V2552,Beacon Property Mgmt Corp 3024,10189.74,10,0.0001,99.9598
1859,V3177,Evergreen Business Products Group 1837,10138.53,6,0.0001,99.9599
1860,V1619,Apex Power & Light Ltd 2080,10047.67,5,0.0001,99.96
1861,V0211,Brightline Advisory Partners Corp 1845,10038.14,7,0.0001,99.9602
1862,V0595,Advanced Biologics Inc 0234,9995.7,8,0.0001,99.9603
1863,V0764,Heritage Medical Devices Co 2953,9961.86,11,0.0001,99.9605
1864,V2321,Sterling RX Wholesale Holdings 2470,9949.68,7,0.0001,99.9606
1865,V1868,Atlas Diagnostics LLC 1204,9921.54,12,0.0001,99.9607
1866,V0331,Harbor Locum Partners Inc 3462,9876.86,6,0.0001,99.9609
1867,V3161,Sentinel Gas Company Co 0462,9786.34,10,0.0001,99.961
1868,V1818,Continental Facilities Services Group 2703,9738.05,9,0.0001,99.9611
1869,V1430,Metro Data Systems Corp 1655,9734.22,15,0.0001,99.9613
1870,V2738,United Building Maintenance Corp 2999,9729.93,11,0.0001,99.9614
1871,V2595,Premier Laboratory Supply Inc 1591,9660.17,12,0.0001,99.9615
1872,V0740,Integrated Technology Group Ltd 2409,9617.71,9,0.0001,99.9617
1873,V1632,National Supply Company Corp 1814,9594.95,8,0.0001,99.9618
1874,V0673,Southpoint Energy Services LLC 2414,9568.36,6,0.0001,99.9619
1875,V0637,Keystone Associates Inc 3360,9536.44,11,0.0001,99.9621
1876,V0794,Sterling RX Wholesale Co 1404,9515.04,16,0.0001,99.9622
1877,V0248,Sentinel Health IT LP 2094,9497.93,6,0.0001,99.9623
1878,V1896,Advanced Medical Devices Co 2226,9476.35,10,0.0001,99.9625
1879,V2360,Continental Medical Devices Co 0404,9469.49,6,0.0001,99.9626
1880,V2685,Highland Diagnostics Supply Corp 3429,9456.68,4,0.0001,99.9627
1881,V2393,Allied Clinical Reagents Holdings 3229,9444.11,15,0.0001,99.9629
1882,V1745,Allied Staffing Group Ltd 2005,9435.47,4,0.0001,99.963
1883,V0357,Sterling Workforce Solutions Ltd 0473,9349.15,6,0.0001,99.9631
1884,V3006,Brightline Workforce Solutions LLC 0398,9337.94,9,0.0001,99.9633
1885,V2288,Summit Staffing Group Corp 2553,9337.66,7,0.0001,99.9634
1886,V2356,Pinnacle Business Products Group 0719,9280.3,10,0.0001,99.9635
1887,V0988,Vanguard Drug Supply Inc 0288,9246.34,7,0.0001,99.9636
1888,V1311,Vertex Software Solutions LLC 1961,9163.8,10,0.0001,99.9638
1889,V0080,Sterling Print Services Ltd 1811,9157.05,8,0.0001,99.9639
1890,V1055,Northgate Lab Solutions Holdings 1729,9138.09,15,0.0001,99.964
1891,V0963,Regional Implant Solutions Corp 3482,9121.78,11,0.0001,99.9641
1892,V3477,Northgate Office Supply Inc 2797,9117.62,5,0.0001,99.9643
1893,V3498,Cornerstone Clinical Staffing LP 1410,8980.55,6,0.0001,99.9644
1894,V2527,Sentinel Conference Group Co 2361,8977.3,5,0.0001,99.9645
1895,V0676,Summit Software Solutions Co 0488,8968.14,8,0.0001,99.9646
1896,V0720,Beacon Hospitality Group Holdings 2393,8944.7,9,0.0001,99.9648
1897,V1948,Summit Travel Services Inc 3419,8916.84,6,0.0001,99.9649
1898,V2492,Summit Technology Group LLC 1725,8810.15,7,0.0001,99.965
1899,V2185,Bluegrass Facilities Services Inc 3442,8794.56,7,0.0001,99.9651
1900,V2503,Harbor Travel Services LLC 1968,8775.02,10,0.0001,99.9653
1901,V1174,Reliable Clinical Staffing LLC 2557,8745.47,12,0.0001,99.9654
1902,V0548,Liberty Biologics LLC 1327,8740.08,7,0.0001,99.9655
1903,V0962,Beacon Software Solutions Group 3063,8723.42,8,0.0001,99.9656
1904,V3268,Integrated Clinical Staffing Holdings 0913,8721.8,7,0.0001,99.9657
1905,V1559,Regional Advisory Partners Group 1323,8664.7,10,0.0001,99.9659
1906,V3070,National Data Systems Holdings 0294,8648.64,11,0.0001,99.966
1907,V1452,Continental Advisory Partners Co 1438,8629.66,15,0.0001,99.9661
1908,V1956,Granite Energy Services Ltd 0608,8609.99,9,0.0001,99.9662
1909,V0858,Keystone Print Services Group 3212,8609.42,7,0.0001,99.9663
1910,V0282,Frontier Implant Solutions Co 0748,8594.19,12,0.0001,99.9665
1911,V1313,Allied Professional Services LLC 1150,8540.51,9,0.0001,99.9666
1912,V2937,Regional Diagnostics Supply Holdings 1830,8490.54,14,0.0001,99.9667
1913,V1289,Precision Health IT Holdings 1767,8489.8,8,0.0001,99.9668
1914,V2855,Highland Clinical Staffing Group 1313,8479.54,6,0.0001,99.9669
1915,V1231,Vanguard Implant Solutions LP 2818,8466.84,10,0.0001,99.967
1916,V1528,Liberty Environmental Svcs Corp 1805,8452.17,4,0.0001,99.9672
1917,V0481,Highland Health IT Ltd 0064,8439.81,8,0.0001,99.9673
1918,V2437,Vertex Associates Inc 1998,8437.59,8,0.0001,99.9674
1919,V3204,Sterling Advisory Partners Inc 1154,8419.43,10,0.0001,99.9675
1920,V2471,Crescent Data Systems Inc 1569,8377.1,7,0.0001,99.9676
1921,V1405,Paramount Implant Solutions Ltd 3341,8345.47,8,0.0001,99.9677
1922,V1138,Dominion Software Solutions Ltd 1547,8335.72,5,0.0001,99.9679
1923,V2088,Advanced BioSupply Co 1235,8307.1,15,0.0001,99.968
1924,V0919,Vertex Lab Solutions Corp 1049,8301.99,14,0.0001,99.9681
1925,V1293,Vertex Building Maintenance Co 2572,8251.27,9,0.0001,99.9682
1926,V1178,Beacon Health IT Group 0026,8248.52,11,0.0001,99.9683
1927,V1871,Apex Laboratory Supply Inc 3260,8131.43,6,0.0001,99.9684
1928,V2925,Vertex Drug Supply Group 1774,8078.87,6,0.0001,99.9685
1929,V0844,Continental Cloud Services LLC 1740,8067.48,8,0.0001,99.9686
1930,V2966,Sterling Property Mgmt LP 2081,7999.22,7,0.0001,99.9688
1931,V1133,Highland Pharma Distribution Ltd 0762,7992.07,4,0.0001,99.9689
1932,V1491,Allied Pharmaceuticals Holdings 0573,7969.27,8,0.0001,99.969
1933,V1510,Paramount Staffing Group Co 2966,7915.93,11,0.0001,99.9691
1934,V1364,Pinnacle Pharma Distribution Holdings 2505,7914.94,9,0.0001,99.9692
1935,V0318,Continental Advisory Partners LLC 1113,7909.8,18,0.0001,99.9693
1936,V0202,Frontier Utility Services Corp 0443,7897.19,13,0.0001,99.9694
1937,V1167,Cornerstone Business Products Ltd 2787,7867.52,15,0.0001,99.9695
1938,V0148,Premier Facilities Services Group 1402,7845.45,4,0.0001,99.9696
1939,V2398,Precision Diagnostics Co 0811,7817.95,8,0.0001,99.9697
1940,V1268,Advanced Utility Services Group 0116,7783.85,6,0.0001,99.9699
1941,V0856,Sentinel Mechanical Group LLC 1986,7760.5,10,0.0001,99.97
1942,V0695,Coastal Travel Services Holdings 0888,7760.16,7,0.0001,99.9701
1943,V0469,Dominion Medical Devices LP 2477,7690.67,6,0.0001,99.9702
1944,V0642,Brightline Office Supply Inc 0055,7660.2,5,0.0001,99.9703
1945,V3042,Heritage Conference Group Group 0035,7652.11,9,0.0001,99.9704
1946,V2999,Metro Power & Light Corp 0413,7651.01,6,0.0001,99.9705
1947,V2004,Premier Advisory Partners Ltd 2300,7629.24,8,0.0001,99.9706
1948,V3002,Horizon Consulting Group Inc 0118,7615.89,10,0.0001,99.9707
1949,V1074,Vanguard Lodging Partners Group 1447,7604.63,7,0.0001,99.9708
1950,V2180,Continental Gas Company Inc 1499,7602.83,9,0.0001,99.9709
1951,V1894,Crescent Biologics Ltd 0457,7511.39,6,0.0001,99.971
1952,V2647,Atlas Locum Partners LP 3084,7507.07,9,0.0001,99.9711
1953,V2157,Sentinel Pharma Distribution Group 2645,7502.05,7,0.0001,99.9712
1954,V2329,United Professional Services Ltd 0663,7498.25,5,0.0001,99.9713
1955,V2345,Ironwood Workforce Solutions LLC 0468,7492.21,6,0.0001,99.9714
1956,V0656,Vanguard Lab Solutions Co 2507,7491.73,10,0.0001,99.9715
1957,V0526,Beacon Health IT Group 3295,7483.4,10,0.0001,99.9716
1958,V1063,Cascade BioSupply LP 0503,7461.65,9,0.0001,99.9717
1959,V0049,Trinity Professional Services Group 3095,7454.01,7,0.0001,99.9718
1960,V2698,Keystone Pharmaceuticals Inc 0884,7432.24,9,0.0001,99.9719
1961,V3025,Beacon Diagnostics Supply LP 0354,7424.15,10,0.0001,99.972
1962,V2293,Northgate Professional Services Ltd 2236,7406.05,11,0.0001,99.9722
1963,V1859,Frontier BioSupply LLC 1562,7377.69,5,0.0001,99.9723
1964,V1698,Precision Print Services LLC 2642,7374.83,7,0.0001,99.9724
1965,V3103,Dominion Conference Group Corp 1577,7343.47,11,0.0001,99.9725
1966,V0967,Horizon Hospitality Group LLC 1763,7314.98,6,0.0001,99.9726
1967,V0226,National Travel Services Holdings 2259,7309.71,9,0.0001,99.9727
1968,V0638,Riverside Staffing Group Co 0066,7304.88,5,0.0001,99.9728
1969,V2538,Horizon Software Solutions Holdings 0513,7290.72,6,0.0001,99.9729
1970,V2721,Liberty Mechanical Group LP 1610,7275.66,6,0.0001,99.973
1971,V1465,Integrated Advisory Partners LLC 2131,7274.69,12,0.0001,99.9731
1972,V3001,Cardinal Office Supply Ltd 0882,7245.2,9,0.0001,99.9732
1973,V2767,Cardinal Data Systems LP 2746,7238.33,4,0.0001,99.9733
1974,V1020,National Technology Group Group 1156,7187.49,7,0.0001,99.9734
1975,V1557,Dominion Events Management Holdings 0687,7153.9,8,0.0001,99.9735
1976,V1615,Cascade Print Services Holdings 2708,7135.72,12,0.0001,99.9736
1977,V2587,Heritage Lab Solutions Holdings 1244,7132.15,10,0.0001,99.9737
1978,V3099,Coastal BioSupply Holdings 1048,7081.55,8,0.0001,99.9738
1979,V2789,Riverside Hospitality Group Co 3446,7076.17,7,0.0001,99.9739
1980,V1030,Metro Health IT Holdings 2868,7059.28,8,0.0001,99.974
1981,V0807,Granite Consulting Group Holdings 0217,7032.25,4,0.0001,99.974
1982,V0121,Precision Advisory Partners Co 3195,7026.38,7,0.0001,99.9741
1983,V0425,Bluegrass Consulting Group Ltd 3038,7010.03,12,0.0001,99.9742
1984,V1529,Heritage Implant Solutions Co 1754,6985.01,6,0.0001,99.9743
1985,V3043,Atlas Staffing Group LLC 0494,6966.5,6,0.0001,99.9744
1986,V0657,Liberty Business Products LLC 2714,6959.04,10,0.0001,99.9745
1987,V1731,Regional Travel Services Holdings 1823,6953.62,7,0.0001,99.9746
1988,V3081,Pinnacle Clinical Reagents Inc 3037,6941.91,6,0.0001,99.9747
1989,V0284,Summit Clinical Reagents Holdings 3248,6921.94,12,0.0001,99.9748
1990,V2951,Allied Medical Devices Co 0254,6909.95,6,0.0001,99.9749
1991,V3196,Coastal Health IT Holdings 2569,6862.16,10,0.0001,99.975
1992,V3137,Crescent Office Supply LP 1184,6853.41,6,0.0001,99.9751
1993,V0307,Reliable Data Systems LP 3389,6840.12,17,0.0001,99.9752
1994,V1005,Lakeshore Advisory Partners Group 1411,6823.19,13,0.0001,99.9753
1995,V2774,Cornerstone Pharmaceuticals Ltd 2654,6776.53,8,0.0001,99.9754
1996,V2918,Atlas Print Services Holdings 0387,6775.86,5,0.0001,99.9755
1997,V1962,Premier Cloud Services Co 0177,6759.62,6,0.0001,99.9756
